PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2011,8890,Matrimonio,Carlos Maria Jaureguialzo,Largometraje Con I.N.C.A.A.,2/5/2011,02/05/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 943","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",943,SAN NICOLAS,COMUNA 1,1035,C1035AAE,"-58,38005044","-34,60444765"
2011,8891,Honda Cg 2,Wtf Advertising Sa,Cine Publicitario,21/1/2011,21/01/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 950","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",950,SAN NICOLAS,COMUNA 1,1035,C1035AAR,"-58,38030236","-34,60452915"
2015,8892,We All Have Followers,Poster Pagsa Srl,Cine Publicitario,7/2/2015,07/02/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 950","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",950,SAN NICOLAS,COMUNA 1,1035,C1035AAR,"-58,38030236","-34,60452915"
2011,8893,Loreal,Nube Pictures S.R.L.,Cine Publicitario,12/3/2011,12/03/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 952","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",952,SAN NICOLAS,COMUNA 1,1035,C1035AAR,"-58,38049273","-34,60442271"
2011,8894,Loreal 2,Nube Pictures S.R.L.,Cine Publicitario,30/4/2011,30/04/2011,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 952","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",952,SAN NICOLAS,COMUNA 1,1035,C1035AAR,"-58,38049273","-34,60442271"
2015,8895,Apertura Ca 2015,Kapow Sa,Programa Televisivo,16/3/2015,16/03/2015,"SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV. 992","SAENZ PEÃ‘A, ROQUE, PRES. DIAGONAL NORTE AV.",992,SAN NICOLAS,COMUNA 1,1035,C1035AAR,"-58,38057805","-34,6043239"
2014,8896,Chevrolet,Lnd Srl,Cine Publicitario,12/3/2014,12/03/2014,"SAENZ VALIENTE, JUAN PABLO 1164","SAENZ VALIENTE, JUAN PABLO",1164,BELGRANO,COMUNA 13,1428,C1428BIL,"-58,44787084","-34,54982153"
2011,8897,Kotex,Pioneras Producciones Sa,Cine Publicitario,23/2/2011,23/02/2011,"SAENZ VALIENTE, JUAN PABLO 950","SAENZ VALIENTE, JUAN PABLO",950,BELGRANO,COMUNA 13,1428,C1428BIH,"-58,4475592","-34,54843613"
2014,8898,Chevrolet,Lnd Srl,Cine Publicitario,12/3/2014,12/03/2014,"SAENZ, MANUELA 401","SAENZ, MANUELA",401,PUERTO MADERO,COMUNA 1,1107,,"-58,36313768","-34,60651796"
2015,8899,Nugaton,Rasti Films Sa,Cine Publicitario,4/5/2015,04/05/2015,"SAENZ, MANUELA 401","SAENZ, MANUELA",401,PUERTO MADERO,COMUNA 1,1107,,"-58,36313768","-34,60651796"
2013,8900,Retrato,Fundacion Del Cine,Estudiantes,15/10/2013,15/10/2013,"SAENZ, MANUELA 501","SAENZ, MANUELA",501,PUERTO MADERO,COMUNA 1,1107,,"-58,36202018","-34,60617176"
2013,8901,Emma Zunz,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,11/12/2013,11/12/2013,SALALA 1,SALALA,1,FLORES,COMUNA 7,1406,C1406EHA,"-58,46353387","-34,62909915"
2012,8902,8 Tiros,Mc Millecento Srl,Largometraje Nacional,24/9/2012,24/09/2012,SALAS 597,SALAS,597,PARQUE CHACABUCO,COMUNA 7,1424,C1424CNE,"-58,43468234","-34,63217807"
2012,8903,Esclavo De Dios,Aleph Media Sa,Largometraje Con I.N.C.A.A.,4/7/2012,04/07/2012,SALCEDO 4220,SALCEDO,4220,BOEDO,COMUNA 5,1259,C1259ACH,"-58,42275968","-34,63480135"
2014,8904,El Karma De Carmen,Sombracine S.R.L.,Largometraje Con I.N.C.A.A.,18/3/2014,18/03/2014,"SALGUERO, JERONIMO 1133","SALGUERO, JERONIMO",1133,PALERMO,COMUNA 14,1177,C1177AEU,"-58,41880171","-34,59732105"
2013,8905,Entrega De Los Martin Fierro 2013,Television Federal S.A.,Programa Televisivo,12/8/2013,12/08/2013,"SALGUERO, JERONIMO 1648","SALGUERO, JERONIMO",1648,PALERMO,COMUNA 14,1425,C1425DEN,"-58,41752781","-34,59098468"
2014,8906,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,2/12/2014,02/12/2014,"SALGUERO, JERONIMO 1750","SALGUERO, JERONIMO",1750,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41661332","-34,58974646"
2014,8907,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,9/10/2014,09/10/2014,"SALGUERO, JERONIMO 1750","SALGUERO, JERONIMO",1750,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41661332","-34,58974646"
2014,8908,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,11/11/2014,11/11/2014,"SALGUERO, JERONIMO 1750","SALGUERO, JERONIMO",1750,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41661332","-34,58974646"
2014,8909,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,18/11/2014,18/11/2014,"SALGUERO, JERONIMO 1750","SALGUERO, JERONIMO",1750,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41661332","-34,58974646"
2012,8910,Mi Munieca,Escine Sa,Cortometraje,14/11/2012,14/11/2012,"SALGUERO, JERONIMO 1751","SALGUERO, JERONIMO",1751,PALERMO,COMUNA 14,1425,C1425DEB,"-58,41636264","-34,58974505"
2013,8911,Cristina,23 S.A.,Cine Publicitario,10/10/2013,10/10/2013,"SALGUERO, JERONIMO 1760","SALGUERO, JERONIMO",1760,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41633794","-34,58968519"
2013,8912,Cristina,23 S.A.,Cine Publicitario,11/10/2013,11/10/2013,"SALGUERO, JERONIMO 1760","SALGUERO, JERONIMO",1760,PALERMO,COMUNA 14,1425,C1425DEO,"-58,41633794","-34,58968519"
2013,8913,Fronteras,Zoelle Srl,Programa Televisivo,7/11/2013,07/11/2013,"SALGUERO, JERONIMO 2436","SALGUERO, JERONIMO",2436,PALERMO,COMUNA 14,1425,C1425DEV,"-58,41057401","-34,58326303"
2013,8914,Fronteras,Zoelle Srl,Programa Televisivo,12/11/2013,12/11/2013,"SALGUERO, JERONIMO 2436","SALGUERO, JERONIMO",2436,PALERMO,COMUNA 14,1425,C1425DEV,"-58,41057401","-34,58326303"
2014,8915,Tapiche,Rozca S.A.,Cine Publicitario,26/3/2014,26/03/2014,"SALGUERO, JERONIMO 2436","SALGUERO, JERONIMO",2436,PALERMO,COMUNA 14,1425,C1425DEV,"-58,41057401","-34,58326303"
2013,8916,Un Dia Tres Primaveras,Fundacion Del Cine,Estudiantes,27/5/2013,27/05/2013,"SALGUERO, JERONIMO 2455","SALGUERO, JERONIMO",2455,PALERMO,COMUNA 14,1425,C1425DEI,"-58,41054962","-34,58383348"
2015,8917,Promo Axion Esso,Peliculas Cortitas Sa,Cine Publicitario,6/10/2015,06/10/2015,"SALGUERO, JERONIMO 2963","SALGUERO, JERONIMO",2963,PALERMO,COMUNA 14,1425,C1425DFA,"-58,40628503","-34,5781603"
2013,8918,Head & Shoulders,Rebolucion S.A.,Cine Publicitario,20/12/2013,20/12/2013,"SALGUERO, JERONIMO 3100","SALGUERO, JERONIMO",3100,PALERMO,COMUNA 14,1425,C1425DFO,"-58,40517733","-34,57679584"
2012,8919,Ford Fiesta,Sergio Teubal,Cine Publicitario,11/11/2012,11/11/2012,"SALGUERO, JERONIMO 3172","SALGUERO, JERONIMO",3172,PALERMO,COMUNA 14,1425,C1425DFP,"-58,40412058","-34,57564167"
2014,8920,Reitmans,Jacaranda Films S.A.,Cine Publicitario,9/3/2014,09/03/2014,"SALGUERO, JERONIMO 3172","SALGUERO, JERONIMO",3172,PALERMO,COMUNA 14,1425,C1425DFP,"-58,40412058","-34,57564167"
2012,8921,Peugeot,Lnd Srl,Cine Publicitario,21/1/2012,21/01/2012,"SALGUERO, JERONIMO 3212","SALGUERO, JERONIMO",3212,PALERMO,COMUNA 14,1425,C1425DFQ,"-58,40330394","-34,57475274"
2012,8922,Institucional Juegos Olimpicos,Radio Y Television Argentina Se,Institucionales,24/5/2012,24/05/2012,"SALGUERO, JERONIMO 3450","SALGUERO, JERONIMO",3450,RECOLETA,COMUNA 2,1425,C1425DFS,"-58,40083058","-34,57223468"
2011,8923,Aw 80,Palermo Films Sa,Programa Televisivo,30/10/2011,30/10/2011,"SALGUERO, JERONIMO 3690","SALGUERO, JERONIMO",3690,RECOLETA,COMUNA 2,1425,C1425DFU,"-58,39922006","-34,57045368"
2011,8924,Personal Ping-pong,Ursula Cine Sa,Cine Publicitario,25/2/2011,25/02/2011,"SALMUN FEIJOO, JOSE AARON 730","SALMUN FEIJOO, JOSE AARON",730,BARRACAS,COMUNA 4,1274,C1274AGJ,"-58,37849952","-34,64026739"
2011,8925,Credit Agricole,Jacaranda Films S.A.,Cine Publicitario,9/2/2011,09/02/2011,"SALMUN FEIJOO, JOSE AARON 735","SALMUN FEIJOO, JOSE AARON",735,BARRACAS,COMUNA 4,1274,C1274AGI,"-58,37860548","-34,6403208"
2011,8926,Credit Agricole,Jacaranda Films S.A.,Cine Publicitario,7/2/2011,07/02/2011,"SALMUN FEIJOO, JOSE AARON 735","SALMUN FEIJOO, JOSE AARON",735,BARRACAS,COMUNA 4,1274,C1274AGI,"-58,37860548","-34,6403208"
2011,8927,Honda Cg 2,Wtf Advertising Sa,Cine Publicitario,25/1/2011,25/01/2011,"SALMUN FEIJOO, JOSE AARON 735","SALMUN FEIJOO, JOSE AARON",735,BARRACAS,COMUNA 4,1274,C1274AGI,"-58,37860548","-34,6403208"
2015,8928,Maldito Seas Waterfall!,Rio Rojo Contenidos Srl,Largometraje Con I.N.C.A.A.,14/4/2015,14/04/2015,"SALMUN FEIJOO, JOSE AARON 735","SALMUN FEIJOO, JOSE AARON",735,BARRACAS,COMUNA 4,1274,C1274AGI,"-58,37860548","-34,6403208"
2011,8929,Smile,Huinca Cine Sa,Cine Publicitario,16/1/2011,16/01/2011,"SALMUN FEIJOO, JOSE AARON 735","SALMUN FEIJOO, JOSE AARON",735,BARRACAS,COMUNA 4,1274,C1274AGI,"-58,37860548","-34,6403208"
2012,8930,Salida,Fundacion Del Cine,Estudiantes,7/10/2012,07/10/2012,SALOM 432,SALOM,432,BARRACAS,COMUNA 4,1277,C1277ABD,"-58,38208877","-34,64787404"
2014,8931,Fotos City,Wtf Advertising Sa,Fotografia,20/6/2014,20/06/2014,SALOTTI MARTHA 405,SALOTTI MARTHA,405,PUERTO MADERO,COMUNA 1,,,"-58,36179126","-34,6134002"
2014,8932,Placer Y Martirio,Jose Celestino Campusano,Largometraje Con I.N.C.A.A.,21/10/2014,21/10/2014,SALOTTI MARTHA 419,SALOTTI MARTHA,419,PUERTO MADERO,COMUNA 1,,,"-58,36179126","-34,6134002"
2013,8933,Focus,Capital Intelectual S.A.,Largometraje,2/12/2013,02/12/2013,SALOTTI MARTHA 445,SALOTTI MARTHA,445,PUERTO MADERO,COMUNA 1,,,"-58,36172576","-34,61339558"
2013,8934,Focus,Capital Intelectual S.A.,Largometraje,4/12/2013,04/12/2013,SALOTTI MARTHA 445,SALOTTI MARTHA,445,PUERTO MADERO,COMUNA 1,,,"-58,36172576","-34,61339558"
2015,8935,Chevrolet,Dorothy Films Srl,Fotografia,17/4/2015,17/04/2015,SALOTTI MARTHA 474,SALOTTI MARTHA,474,PUERTO MADERO,COMUNA 1,1107,C1107BOA,"-58,36179126","-34,6134002"
2014,8936,Vitamin Water,Primo Audiovisual S.R.L.,Cine Publicitario,3/9/2014,03/09/2014,SALOTTI MARTHA 490,SALOTTI MARTHA,490,PUERTO MADERO,COMUNA 1,1107,C1107BOA,"-58,36179126","-34,6134002"
2015,8937,Renault Fluence,Aldo A Bergamin Y Gaston C Bergamin Sh,Cine Publicitario,10/6/2015,10/06/2015,SALOTTI MARTHA 500,SALOTTI MARTHA,500,PUERTO MADERO,COMUNA 1,1107,C1107BOA,"-58,36146845","-34,61337742"
2014,8938,Volskwagen,El Santuario S.R.L.,Fotografia,29/11/2014,29/11/2014,SALOTTI MARTHA 501,SALOTTI MARTHA,501,PUERTO MADERO,COMUNA 1,,,"-58,36133028","-34,61341411"
2014,8939,Vitamin Water,Primo Audiovisual S.R.L.,Cine Publicitario,10/9/2014,10/09/2014,SALOTTI MARTHA 550,SALOTTI MARTHA,550,PUERTO MADERO,COMUNA 1,1107,C1107BOA,"-58,36074531","-34,61341488"
2015,8940,El Espejo De Los Otros,Varsovia Films Srl,Largometraje Con I.N.C.A.A.,8/4/2015,08/04/2015,SALTA 1027,SALTA,1027,CONSTITUCION,COMUNA 1,1074,C1074AAU,"-58,38302908","-34,61998674"
2015,8941,Jaeguer Le Couoltoure Ila Mejor Hora De Nuestro Tiempo,Primo Audiovisual S.R.L.,Cine Publicitario,6/2/2015,06/02/2015,SALTA 1046,SALTA,1046,CONSTITUCION,COMUNA 1,1074,C1074AAV,"-58,38293263","-34,62032476"
2013,8942,Goiciche Invierno,Genomma Laboratories Argentina S.A.,Cine Publicitario,17/3/2013,17/03/2013,SALTA 1074,SALTA,1074,CONSTITUCION,COMUNA 1,1074,C1074AAV,"-58,38293046","-34,62065959"
2011,8943,Grande,Peluca Internacional Sa,Cine Publicitario,27/4/2011,27/04/2011,SALTA 1074,SALTA,1074,CONSTITUCION,COMUNA 1,1074,C1074AAV,"-58,38293046","-34,62065959"
2013,8944,Pantene,Palermo Films Sa,Cine Publicitario,26/5/2013,26/05/2013,SALTA 1074,SALTA,1074,CONSTITUCION,COMUNA 1,1074,C1074AAV,"-58,38293046","-34,62065959"
2011,8945,Q' Viva,Endemol Argentina S.A.,Programa Televisivo,3/11/2011,03/11/2011,SALTA 1074,SALTA,1074,CONSTITUCION,COMUNA 1,1074,C1074AAV,"-58,38293046","-34,62065959"
2014,8946,A 1232 Cabezas,Fundacion Del Cine,Estudiantes,25/4/2014,25/04/2014,SALTA 1138,SALTA,1138,CONSTITUCION,COMUNA 1,1074,C1074AAX,"-58,38292581","-34,62148722"
2014,8947,A 1232 Cabezas,Fundacion Del Cine,Estudiantes,27/4/2014,27/04/2014,SALTA 1223,SALTA,1223,CONSTITUCION,COMUNA 1,1137,C1137ACA,"-58,38301446","-34,62246737"
2015,8948,La Dulce Vista,Fundacion Del Cine,Estudiantes,8/11/2015,08/11/2015,SALTA 1620,SALTA,1620,CONSTITUCION,COMUNA 1,1137,C1137ACJ,"-58,3827939","-34,62714032"
2011,8949,Nextel,Landia S.R.L.,Cine Publicitario,4/6/2011,04/06/2011,SALTA 1622,SALTA,1622,CONSTITUCION,COMUNA 1,1137,C1137ACJ,"-58,38279368","-34,62714747"
2012,8950,Volkswagen,Rebolucion S.A.,Cine Publicitario,10/11/2012,10/11/2012,SALTA 201,SALTA,201,MONSERRAT,COMUNA 1,1074,C1074AAE,"-58,38340381","-34,61101194"
2012,8951,Salta,Cerfi Srl,Cine Publicitario,8/9/2012,08/09/2012,SALTA 240,SALTA,240,MONSERRAT,COMUNA 1,1074,C1074AAF,"-58,38330914","-34,61140841"
2013,8952,Spritz,Lnd Srl,Cine Publicitario,18/9/2013,18/09/2013,SALTA 556,SALTA,556,MONSERRAT,COMUNA 1,1074,C1074AAL,"-58,38308854","-34,61493479"
2011,8953,Q' Viva,Endemol Argentina S.A.,Programa Televisivo,3/11/2011,03/11/2011,SALTA 560,SALTA,560,MONSERRAT,COMUNA 1,1074,C1074AAL,"-58,38308723","-34,61497484"
2013,8954,Como Olvidar Una Amor,Fundacion Del Cine,Estudiantes,26/10/2013,26/10/2013,"SALVADORES, CNEL. 601","SALVADORES, CNEL.",601,BOCA,COMUNA 4,1167,C1167AGA,"-58,35908588","-34,6418747"
2012,8955,Organ&co,Zona Audiovisual Srl,Programa Televisivo,23/3/2012,23/03/2012,"SALVADORES, CNEL. 630","SALVADORES, CNEL.",630,BOCA,COMUNA 4,1167,C1167AGB,"-58,35963257","-34,64223085"
2015,8956,Descuidistas - Silla De Ruedas,48m2 S.A.,Cine Publicitario,29/3/2015,29/03/2015,"SALVADORES, CNEL. 850","SALVADORES, CNEL.",850,BOCA,COMUNA 4,1167,C1167AGF,"-58,36209487","-34,64339273"
2011,8957,Venimos De Muy Lejos,Trivialmedia Srl,Largometraje Con I.N.C.A.A.,31/10/2011,31/10/2011,"SALVADORES, CNEL. 875","SALVADORES, CNEL.",875,BOCA,COMUNA 4,1167,C1167AGE,"-58,36275384","-34,64360866"
2015,8958,Se Puede Vivir Mejor,Subterranea Films Srl,Cine Publicitario,11/4/2015,11/04/2015,"SAMPERIO, MANUEL J. 901","SAMPERIO, MANUEL J.",901,BARRACAS,COMUNA 4,1268,C1268AEA,"-58,37562587","-34,63457304"
2011,8959,Erdf,Lomo Cine S.R.L.,Cine Publicitario,29/10/2011,29/10/2011,SAN ANTONIO 1080,SAN ANTONIO,1080,BARRACAS,COMUNA 4,1276,C1276ADP,"-58,37609987","-34,65462845"
2011,8960,Erdf,Lomo Cine S.R.L.,Cine Publicitario,30/10/2011,30/10/2011,SAN ANTONIO 1080,SAN ANTONIO,1080,BARRACAS,COMUNA 4,1276,C1276ADP,"-58,37609987","-34,65462845"
2014,8961,Shangai En Verano,Insomnia Films De Pineles G Y Nanton A Sh,Largometraje Con I.N.C.A.A.,29/5/2014,29/05/2014,SAN ANTONIO 452,SAN ANTONIO,452,BARRACAS,COMUNA 4,1276,C1276ADD,"-58,3787365","-34,64747974"
2014,8962,Shangai En Verano,Insomnia Films De Pineles G Y Nanton A Sh,Largometraje Con I.N.C.A.A.,31/5/2014,31/05/2014,SAN ANTONIO 452,SAN ANTONIO,452,BARRACAS,COMUNA 4,1276,C1276ADD,"-58,3787365","-34,64747974"
2014,8963,Shangai En Verano,Insomnia Films De Pineles G Y Nanton A Sh,Largometraje Con I.N.C.A.A.,1/6/2014,01/06/2014,SAN ANTONIO 452,SAN ANTONIO,452,BARRACAS,COMUNA 4,1276,C1276ADD,"-58,3787365","-34,64747974"
2012,8964,Sola Contigo,Aguirrefilms Srl,Largometraje Con I.N.C.A.A.,13/12/2012,13/12/2012,SAN BLAS 1701,SAN BLAS,1701,VILLA GRAL. MITRE,COMUNA 11,1416,C1416EFC,"-58,46620532","-34,60391706"
2012,8965,Babylon,Gp Media Sa,Programa Televisivo,7/6/2012,07/06/2012,SAN ISIDRO LABRADOR AV. 4602,SAN ISIDRO LABRADOR AV.,4602,SAAVEDRA,COMUNA 12,1429,C1429ADU,"-58,47431348","-34,54251449"
2011,8966,Volvo,Goodgate Sa,Cine Publicitario,29/1/2011,29/01/2011,SAN JOSE 85,SAN JOSE,85,MONSERRAT,COMUNA 1,1076,C1076AAA,"-58,38627473","-34,60982055"
2011,8967,Orange / Delfin / Redes,Fight By Flehner Sa,Cine Publicitario,8/5/2011,08/05/2011,SAN JUAN AV. 142,SAN JUAN AV.,142,SAN TELMO,COMUNA 1,1064,C1064AEO,"-58,36715655","-34,62165749"
2013,8968,Conductor Designado,Rebolucion S.A.,Cine Publicitario,29/8/2013,29/08/2013,SAN JUAN AV. 150,SAN JUAN AV.,150,SAN TELMO,COMUNA 1,1064,C1064AEO,"-58,36715655","-34,62165749"
2015,8969,Hasta La Vista Baby,Fundacion Del Cine,Estudiantes,15/11/2015,15/11/2015,SAN JUAN AV. 150,SAN JUAN AV.,150,SAN TELMO,COMUNA 1,1064,C1064AEO,"-58,36715655","-34,62165749"
2012,8970,Septimo,Capital Intelectual S.A.,Largometraje,15/11/2012,15/11/2012,SAN JUAN AV. 2302,SAN JUAN AV.,2302,SAN CRISTOBAL,COMUNA 3,1232,C1232AAS,"-58,39796958","-34,62333162"
2015,8971,Hasta La Vista Baby,Fundacion Del Cine,Estudiantes,14/11/2015,14/11/2015,SAN JUAN AV. 251,SAN JUAN AV.,251,SAN TELMO,COMUNA 1,1147,C1147AAA,"-58,36916575","-34,62163617"
2013,8972,Aquarius,Clasica Productora Sa,Fotografia,24/6/2013,24/06/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2013,8973,Beldent,Cooperativa De Trabajo Procine Productora Cinematografica Argentina Limitada,Cine Publicitario,1/10/2013,01/10/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8974,Clarin,Carnero Lorena Paola,Cine Publicitario,7/6/2015,07/06/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2013,8975,Honda Accord,Wtf Advertising Sa,Fotografia,30/9/2013,30/09/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2013,8976,Intacta,Bliss Films Srl,Cine Publicitario,15/8/2013,15/08/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8977,"Mi Mundo, Mis Reglas",Akerman Stephen Arnold,Cine Publicitario,13/5/2015,13/05/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8978,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,12/2/2015,12/02/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8979,Sin Hijos,Patagonik Film Group S.A.,Largometraje Con I.N.C.A.A.,16/2/2015,16/02/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2013,8980,Somelier Ii,23 S.A.,Cine Publicitario,13/2/2013,13/02/2013,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8981,Tresemme,Poster Pagsa Srl,Cine Publicitario,19/9/2015,19/09/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8982,Esike,Primo Audiovisual S.R.L.,Cine Publicitario,21/10/2015,21/10/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8983,Dispuesto A Todo,Kocawa Srl,Cortometraje,17/11/2015,17/11/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8984,Ploom,Primo Audiovisual S.R.L.,Cine Publicitario,3/12/2015,03/12/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2015,8985,Ploom,Primo Audiovisual S.R.L.,Cine Publicitario,5/12/2015,05/12/2015,SAN JUAN AV. 328,SAN JUAN AV.,328,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37022412","-34,6218644"
2013,8986,Berocca,Metropolis Films Sa,Cine Publicitario,8/3/2013,08/03/2013,SAN JUAN AV. 340,SAN JUAN AV.,340,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37044873","-34,62187538"
2012,8987,Sola Contigo,Aguirrefilms Srl,Largometraje Con I.N.C.A.A.,27/11/2012,27/11/2012,SAN JUAN AV. 350,SAN JUAN AV.,350,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37072609","-34,62188893"
2012,8988,La Mujer De La Foto,Fundacion Del Cine,Estudiantes,7/12/2012,07/12/2012,SAN JUAN AV. 387,SAN JUAN AV.,387,SAN TELMO,COMUNA 1,1147,C1147AAB,"-58,37114138","-34,62173344"
2015,8989,La Venganza,Zarlek Producciones Sa,Largometraje Nacional,22/5/2015,22/05/2015,SAN JUAN AV. 502,SAN JUAN AV.,502,SAN TELMO,COMUNA 1,1147,C1147AAQ,"-58,37298619","-34,62197658"
2014,8990,Puntos Verdes,Rozca S.A.,Cine Publicitario,3/10/2014,03/10/2014,SAN JUAN AV. 601,SAN JUAN AV.,601,SAN TELMO,COMUNA 1,1147,C1147AAE,"-58,3743855","-34,62186161"
2013,8991,Halls,Awards Cine Srl,Cine Publicitario,11/5/2013,11/05/2013,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-58,37585082","-34,62191754"
2015,8992,Quisiera,48m2 S.A.,Cine Publicitario,1/8/2015,01/08/2015,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-58,37585082","-34,62191754"
2014,8993,Sedal,Huinca Cine Sa,Cine Publicitario,21/9/2014,21/09/2014,SAN JUAN AV. 701,SAN JUAN AV.,701,SAN TELMO,COMUNA 1,1147,C1147AAF,"-58,37585082","-34,62191754"
2014,8994,Red Social,Rebolucion S.A.,Cine Publicitario,31/7/2014,31/07/2014,SAN JUAN BAUTISTA DE LA SALLE AV. 2201,SAN JUAN BAUTISTA DE LA SALLE AV.,2201,PARQUE AVELLANEDA,COMUNA 9,1407,C1407JCK,"-58,4754148","-34,65496623"
2014,8995,Red Social,Rebolucion S.A.,Cine Publicitario,6/8/2014,06/08/2014,SAN JUAN BAUTISTA DE LA SALLE AV. 2201,SAN JUAN BAUTISTA DE LA SALLE AV.,2201,PARQUE AVELLANEDA,COMUNA 9,1407,C1407JCK,"-58,4754148","-34,65496623"
2012,8996,Orange,Rozca S.A.,Cine Publicitario,14/1/2012,14/01/2012,SAN LORENZO 201,SAN LORENZO,201,SAN TELMO,COMUNA 1,1064,C1064AFA,"-58,36957912","-34,61653902"
2015,8997,Chevy,Labhouse S.A.,Cine Publicitario,11/3/2015,11/03/2015,SAN LORENZO 250,SAN LORENZO,250,SAN TELMO,COMUNA 1,1064,C1064AFB,"-58,36978212","-34,61661604"
2014,8998,Bauness,Escuela Nacional De Experimentacion Y Realizacion Cinematografica,Estudiantes,5/4/2014,05/04/2014,SAN LORENZO 300,SAN LORENZO,300,SAN TELMO,COMUNA 1,1064,C1064AFB,"-58,37025619","-34,61659931"
2011,8999,El Linyera,Fundacion Novum,Estudiantes,13/3/2011,13/03/2011,SAN LORENZO 300,SAN LORENZO,300,SAN TELMO,COMUNA 1,1064,C1064AFB,"-58,37025619","-34,61659931"
2013,9000,Tango: Pasion Argentina,Radio Y Television Argentina Se,Programa Televisivo,26/3/2013,26/03/2013,SAN LORENZO 300,SAN LORENZO,300,SAN TELMO,COMUNA 1,1064,C1064AFB,"-58,37025619","-34,61659931"
2013,9001,Celofan,Labhouse S.A.,Video Clip,21/9/2013,21/09/2013,TUCUMAN 1201,TUCUMAN,1201,SAN NICOLAS,COMUNA 1,1049,C1049AAY,"-58,38398492","-34,60134075"
