PERIODO,id,TITULO_PROYECTO,PRODUCTORA_RAZON_SOCIAL,TIPO_PRODUCCION,FECHA_RODAJE,FECHA_RODAJE,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,CP,CPA,lon,lat
2016,11525,Matar A Julio,Fundacion Del Cine,Estudiantes,31/5/2016,31/05/2016,ESTOMBA 2980,ESTOMBA,2980,COGHLAN,COMUNA 12,1430,C1430EID,"-58,47823994","-34,56263054"
2016,11526,Matar A Julio,Fundacion Del Cine,Estudiantes,31/5/2016,31/05/2016,CONGRESO AV. 3753,CONGRESO AV.,3753,COGHLAN,COMUNA 12,1430,C1430AZI,"-58,47629993","-34,56249737"
2016,11527,Divina,Pol-ka Producciones S.A.,Programa Televisivo,1/6/2016,01/06/2016,"ARGUIBEL, ANDRES 2824","ARGUIBEL, ANDRES",2824,PALERMO,COMUNA 14,1426,C1426DKB,"-58,42997884","-34,57239078"
2016,11528,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,1/6/2016,01/06/2016,BANCHS ENRIQUE 3684,BANCHS ENRIQUE,3684,SAAVEDRA,COMUNA 12,1431,C1431BDB,"-58,50395551","-34,56518485"
2016,11529,Matar A Julio,Fundacion Del Cine,Estudiantes,1/6/2016,01/06/2016,BRASIL AV. 350,BRASIL AV.,350,SAN TELMO,COMUNA 1,1154,C1154AAD,"-58,36973662","-34,6253364"
2016,11530,Casancrem 2,Tres Planos Cine S.A.,Cine Publicitario,1/6/2016,01/06/2016,GIRIBONE 1664,GIRIBONE,1664,VILLA ORTUZAR,COMUNA 15,1427,C1427CAZ,"-58,4655956","-34,57955215"
2016,11531,La Fiesta De Mi Vida,Buffalo Films S.A.,Largometraje Con I.N.C.A.A.,2/6/2016,02/06/2016,CHARLONE 428,CHARLONE,428,CHACARITA,COMUNA 15,1427,C1427BXJ,"-58,4506079","-34,58325604"
2016,11532,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,2/6/2016,02/06/2016,BANCHS ENRIQUE 3684,BANCHS ENRIQUE,3684,SAAVEDRA,COMUNA 12,1431,C1431BDB,"-58,50395551","-34,56518485"
2016,11533,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,2/6/2016,02/06/2016,DON ANSELMO AIETA 1069,DON ANSELMO AIETA,1069,SAN TELMO,COMUNA 1,,,"-58,37213762","-34,62025192"
2016,11534,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,3/6/2016,03/06/2016,NAVARRO 3436,NAVARRO,3436,VILLA DEVOTO,COMUNA 11,1419,C1419HTP,"-58,50201713","-34,59865762"
2016,11535,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,3/6/2016,03/06/2016,DAVILA 801,DAVILA,801,PARQUE CHACABUCO,COMUNA 7,1406,C1406DEE,"-58,45072138","-34,63391527"
2016,11536,Matar A Julio,Fundacion Del Cine,Estudiantes,3/6/2016,03/06/2016,ARRIBEÃ‘OS 2150,ARRIBEÃ‘OS,2150,BELGRANO,COMUNA 13,1428,C1428APB,"-58,45049516","-34,55763869"
2016,11537,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,3/6/2016,03/06/2016,RIGLOS 1100,RIGLOS,1100,PARQUE CHACABUCO,COMUNA 7,1424,C1424AFV,"-58,43483637","-34,6316429"
2016,11538,Maracibo,Pensa Y Rocca Producciones S.R.L.,Largometraje Con I.N.C.A.A.,5/6/2016,05/06/2016,PLAZA 3659,PLAZA,3659,SAAVEDRA,COMUNA 12,1430,C1430DIK,"-58,4847436","-34,55702998"
2016,11539,Nafta Super,Crudo Films Srl,Programa Televisivo,6/6/2016,06/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11540,Maracibo,Pensa Y Rocca Producciones S.R.L.,Largometraje Con I.N.C.A.A.,6/6/2016,06/06/2016,"ALVAREZ, CRISOSTOMO 6701","ALVAREZ, CRISOSTOMO",6701,VILLA LUGANO,COMUNA 8,1439,C1439AYA,"-58,49242589","-34,67732589"
2016,11541,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,6/6/2016,06/06/2016,BANCHS ENRIQUE 3684,BANCHS ENRIQUE,3684,SAAVEDRA,COMUNA 12,1431,C1431BDB,"-58,50395551","-34,56518485"
2016,11542,Matar A Julio,Fundacion Del Cine,Estudiantes,6/6/2016,06/06/2016,"RIVERA, PEDRO I., DR. 3930","RIVERA, PEDRO I., DR.",3930,COGHLAN,COMUNA 12,1430,C1430BFB,"-58,47636222","-34,56552992"
2016,11543,Matar A Julio,Fundacion Del Cine,Estudiantes,6/6/2016,06/06/2016,PLAZA 3102,PLAZA,3102,VILLA URQUIZA,COMUNA 12,1430,C1430DIB,"-58,48068728","-34,56336765"
2016,11544,Nafta Super,Crudo Films Srl,Programa Televisivo,7/6/2016,07/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11545,Nafta Super,Crudo Films Srl,Programa Televisivo,8/6/2016,08/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11546,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,8/6/2016,08/06/2016,REPUBLICA DE LA INDIA 2921,REPUBLICA DE LA INDIA,2921,PALERMO,COMUNA 14,1425,C1425FCE,"-58,41519602","-34,57899289"
2016,11547,Letgo,Primo Audiovisual S.R.L.,Cine Publicitario,8/6/2016,08/06/2016,ALBARELLOS AV. 3161,ALBARELLOS AV.,3161,VILLA PUEYRREDON,COMUNA 12,1419,C1419FSI,"-58,51267766","-34,57916587"
2016,11548,Letgo,Primo Audiovisual S.R.L.,Cine Publicitario,8/6/2016,08/06/2016,ZAPATA 572,ZAPATA,572,COLEGIALES,COMUNA 13,1426,C1426AEJ,"-58,44392238","-34,57166919"
2016,11549,Nafta Super,Crudo Films Srl,Programa Televisivo,9/6/2016,09/06/2016,"FREIRE, RAMON, CAP. GRAL. 3065","FREIRE, RAMON, CAP. GRAL.",3065,COGHLAN,COMUNA 12,1429,C1429ASC,"-58,47139566","-34,55796544"
2016,11550,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,9/6/2016,09/06/2016,RIVADAVIA AV. 3001,RIVADAVIA AV.,3001,BALVANERA,COMUNA 3,1203,C1203AAC,"-58,40909085","-34,61027131"
2016,11551,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,9/6/2016,09/06/2016,REPUBLICA ARABE SIRIA 2601,REPUBLICA ARABE SIRIA,2601,PALERMO,COMUNA 14,1425,C1425EYC,"-58,41595843","-34,58380275"
2016,11552,Matar A Julio,Fundacion Del Cine,Estudiantes,9/6/2016,09/06/2016,"YRIGOYEN, HIPOLITO AV. 1687","YRIGOYEN, HIPOLITO AV.",1687,MONSERRAT,COMUNA 1,1089,C1089AAE,"-58,39024377","-34,61016004"
2016,11553,Matar A Julio,Fundacion Del Cine,Estudiantes,9/6/2016,09/06/2016,RIVADAVIA AV. 1601,RIVADAVIA AV.,1601,SAN NICOLAS,COMUNA 1,1033,C1033AAG,"-58,38931505","-34,6090058"
2016,11554,Letgo,Primo Audiovisual S.R.L.,Cine Publicitario,9/6/2016,09/06/2016,ALBARELLOS AV. 3061,ALBARELLOS AV.,3061,VILLA PUEYRREDON,COMUNA 12,1419,C1419FSH,"-58,512166","-34,5789421"
2016,11555,Cepita,Posti Srl,Fotografia,9/6/2016,09/06/2016,MANSO JUANA 901,MANSO JUANA,901,PUERTO MADERO,COMUNA 1,1107,C1107CBS,"-58,36304672","-34,608006"
2016,11556,Garbarino,Proteina Pura S.A.,Cine Publicitario,9/6/2016,09/06/2016,OLLEROS 3317,OLLEROS,3317,COLEGIALES,COMUNA 13,1426,C1426CSM,"-58,44930657","-34,57957322"
2016,11557,Cepita,Posti Srl,Fotografia,9/6/2016,09/06/2016,"PAINE, AIME 1401","PAINE, AIME",1401,PUERTO MADERO,COMUNA 1,1107,C1107CFG,"-58,36135006","-34,61343365"
2016,11558,Letgo,Primo Audiovisual S.R.L.,Cine Publicitario,9/6/2016,09/06/2016,ZAPATA 572,ZAPATA,572,COLEGIALES,COMUNA 13,1426,C1426AEJ,"-58,44392238","-34,57166919"
2016,11559,Maracibo,Pensa Y Rocca Producciones S.R.L.,Largometraje Con I.N.C.A.A.,10/6/2016,10/06/2016,PLAZA 3659,PLAZA,3659,SAAVEDRA,COMUNA 12,1430,C1430DIK,"-58,4847436","-34,55702998"
2016,11560,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,10/6/2016,10/06/2016,JUJUY AV. 497,JUJUY AV.,497,BALVANERA,COMUNA 3,1083,C1083AAE,"-58,40468861","-34,61574685"
2016,11561,Alanis,Varsovia Films Srl,Largometraje Nacional,10/6/2016,10/06/2016,SANCHEZ DE BUSTAMANTE 82,SANCHEZ DE BUSTAMANTE,82,ALMAGRO,COMUNA 5,1173,C1173AAB,"-58,41456616","-34,60961913"
2016,11562,Garbarino,Proteina Pura S.A.,Cine Publicitario,10/6/2016,10/06/2016,EL SALVADOR 4662,EL SALVADOR,4662,PALERMO,COMUNA 14,1414,C1414BPJ,"-58,42678209","-34,58968991"
2016,11563,Garbarino,Proteina Pura S.A.,Cine Publicitario,10/6/2016,10/06/2016,CABILDO AV. 2027,CABILDO AV.,2027,BELGRANO,COMUNA 13,1428,C1428AAC,"-58,45600331","-34,56265038"
2016,11564,Alanis,Varsovia Films Srl,Largometraje Nacional,11/6/2016,11/06/2016,"ALSINA, ADOLFO 3076","ALSINA, ADOLFO",3076,BALVANERA,COMUNA 3,1207,C1207AAF,"-58,40970417","-34,61270546"
2016,11565,Banco Nacion Creditos Hipoterarios,Aguirrefilms Srl,Cine Publicitario,11/6/2016,11/06/2016,"FIGUEROA ALCORTA, PRES. AV. 2451","FIGUEROA ALCORTA, PRES. AV.",2451,RECOLETA,COMUNA 2,1425,C1425CKD,"-58,39457155","-34,58222371"
2016,11566,Banco Nacion Creditos Hipoterarios,Aguirrefilms Srl,Cine Publicitario,11/6/2016,11/06/2016,DEL LIBERTADOR AV. 1,DEL LIBERTADOR AV.,1,RETIRO,COMUNA 1,1001,C1001ABA,"-58,37386343","-34,59355402"
2016,11567,Banco Nacion Creditos Hipoterarios,Aguirrefilms Srl,Cine Publicitario,11/6/2016,11/06/2016,CORRIENTES AV. 1000,CORRIENTES AV.,1000,SAN NICOLAS,COMUNA 1,1043,C1043AAW,"-58,38127514","-34,60376392"
2016,11568,Banco Nacion Creditos Hipoterarios,Aguirrefilms Srl,Cine Publicitario,11/6/2016,11/06/2016,"FIGUEROA ALCORTA, PRES. AV. 4000","FIGUEROA ALCORTA, PRES. AV.",4000,PALERMO,COMUNA 14,1425,C1425CLS,"-58,41333949","-34,57052915"
2016,11569,Una Infame Historia Del Arte,Fundacion Del Cine,Estudiantes,12/6/2016,12/06/2016,GAONA AV. 4660,GAONA AV.,4660,FLORESTA,COMUNA 10,1407,C1407FIV,"-58,48844797","-34,62696945"
2016,11570,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,13/6/2016,13/06/2016,"CUBAS, JOSE 3599","CUBAS, JOSE",3599,VILLA DEVOTO,COMUNA 11,1419,C1419GNC,"-58,50941914","-34,59426915"
2016,11571,Nafta Super,Crudo Films Srl,Programa Televisivo,14/6/2016,14/06/2016,ACOYTE AV. 263,ACOYTE AV.,263,CABALLITO,COMUNA 6,1405,C1405BGA,"-58,43761455","-34,61503405"
2016,11572,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,14/6/2016,14/06/2016,DEL LIBERTADOR AV. 4668,DEL LIBERTADOR AV.,4668,PALERMO,COMUNA 14,1426,C1426BWU,"-58,43305632","-34,56592043"
2016,11573,Produccion Fotografica Temporada Primavera-verano 2016/17.,Akerman Stephen Arnold,Fotografia,14/6/2016,14/06/2016,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 741","ARAOZ DE LAMADRID, GREGORIO, GRAL.",741,BOCA,COMUNA 4,1166,C1166AAM,"-58,36289329","-34,63890267"
2016,11574,Cicatricure El Hallazgo,Genomma Laboratories Argentina S.A.,Cine Publicitario,14/6/2016,14/06/2016,SAN MARTIN DE TOURS 3011,SAN MARTIN DE TOURS,3011,PALERMO,COMUNA 14,1425,C1425DNE,"-58,40328153","-34,57744623"
2016,11575,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,14/6/2016,14/06/2016,"MARECHAL, LEOPOLDO 941","MARECHAL, LEOPOLDO",941,CABALLITO,COMUNA 6,1405,C1405BMC,"-58,4379398","-34,60733733"
2016,11576,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,14/6/2016,14/06/2016,VALDENEGRO 3811,VALDENEGRO,3811,SAAVEDRA,COMUNA 12,1431,C1431GAY,"-58,49208643","-34,55898254"
2016,11577,Touch / Jesus,Huinca Cine Sa,Cine Publicitario,14/6/2016,14/06/2016,"ALEM, LEANDRO N. AV. 911","ALEM, LEANDRO N. AV.",911,RETIRO,COMUNA 1,1001,C1001AAE,"-58,37166394","-34,59677111"
2016,11578,Touch / Jesus,Huinca Cine Sa,Cine Publicitario,14/6/2016,14/06/2016,"OBLIGADO RAFAEL, AV.COSTANERA 1750","OBLIGADO RAFAEL, AV.COSTANERA",1750,PALERMO,COMUNA 14,,,"-58,40096555","-34,56729458"
2016,11579,Touch / Jesus,Huinca Cine Sa,Cine Publicitario,14/6/2016,14/06/2016,CORRIENTES AV. 1810,CORRIENTES AV.,1810,BALVANERA,COMUNA 3,1045,C1045AAN,"-58,3925152","-34,60450534"
2016,11580,Touch / Jesus,Huinca Cine Sa,Cine Publicitario,14/6/2016,14/06/2016,DEL LIBERTADOR AV. 811,DEL LIBERTADOR AV.,811,RECOLETA,COMUNA 2,1001,C1001ABI,"-58,3837705","-34,58745441"
2016,11581,Nafta Super,Crudo Films Srl,Programa Televisivo,15/6/2016,15/06/2016,ACOYTE AV. 263,ACOYTE AV.,263,CABALLITO,COMUNA 6,1405,C1405BGA,"-58,43761455","-34,61503405"
2016,11582,La Fiesta De Mi Vida,Buffalo Films S.A.,Largometraje Con I.N.C.A.A.,15/6/2016,15/06/2016,FRAGATA PRES. SARMIENTO 1023,FRAGATA PRES. SARMIENTO,1023,CABALLITO,COMUNA 6,1405,C1405APM,"-58,45432308","-34,61245731"
2016,11583,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,15/6/2016,15/06/2016,"RAMIREZ DE VELASCO, JUAN 34","RAMIREZ DE VELASCO, JUAN",34,VILLA CRESPO,COMUNA 15,1414,C1414AQB,"-58,43355317","-34,60220357"
2016,11584,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,15/6/2016,15/06/2016,ESTOMBA 2911,ESTOMBA,2911,COGHLAN,COMUNA 12,1430,C1430EIC,"-58,4778625","-34,56301829"
2016,11585,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,15/6/2016,15/06/2016,"YRURTIA, ROGELIO 6095","YRURTIA, ROGELIO",6095,SAAVEDRA,COMUNA 12,1431,C1431BJI,"-58,50487639","-34,56354671"
2016,11586,Reserva Natural,Television Integral Srl,Estudiantes,15/6/2016,15/06/2016,"ACHAVAL RODRIGUEZ, T., DR. AV. 1550","ACHAVAL RODRIGUEZ, T., DR. AV.",1550,PUERTO MADERO,COMUNA 1,1107,C1107ACR,"-58,35644152","-34,61757672"
2016,11587,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,15/6/2016,15/06/2016,MANZANARES 3536,MANZANARES,3536,SAAVEDRA,COMUNA 12,1430,C1430AED,"-58,47958726","-34,55269137"
2016,11588,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,15/6/2016,15/06/2016,FITZ ROY 1341,FITZ ROY,1341,PALERMO,COMUNA 14,1414,C1414CHQ,"-58,4397248","-34,58725523"
2016,11589,Cicatricure El Hallazgo,Genomma Laboratories Argentina S.A.,Cine Publicitario,15/6/2016,15/06/2016,SAN JUAN AV. 350,SAN JUAN AV.,350,SAN TELMO,COMUNA 1,1147,C1147AAO,"-58,37072609","-34,62188893"
2016,11590,Divina,Pol-ka Producciones S.A.,Programa Televisivo,16/6/2016,16/06/2016,OTERO 313,OTERO,313,CHACARITA,COMUNA 15,1427,C1427BMG,"-58,45341634","-34,59224829"
2016,11591,Nafta Super,Crudo Films Srl,Programa Televisivo,16/6/2016,16/06/2016,ACOYTE AV. 263,ACOYTE AV.,263,CABALLITO,COMUNA 6,1405,C1405BGA,"-58,43761455","-34,61503405"
2016,11592,Maracibo,Pensa Y Rocca Producciones S.R.L.,Largometraje Con I.N.C.A.A.,16/6/2016,16/06/2016,"NAON, ROMULO 3618","NAON, ROMULO",3618,SAAVEDRA,COMUNA 12,1430,C1430EQT,"-58,48168178","-34,5561635"
2016,11593,Maracibo,Pensa Y Rocca Producciones S.R.L.,Largometraje Con I.N.C.A.A.,16/6/2016,16/06/2016,PLAZA 3569,PLAZA,3569,SAAVEDRA,COMUNA 12,1430,C1430DII,"-58,48401018","-34,55810454"
2016,11594,Cicatricure El Hallazgo,Genomma Laboratories Argentina S.A.,Cine Publicitario,16/6/2016,16/06/2016,BELGRANO AV. 422,BELGRANO AV.,422,MONSERRAT,COMUNA 1,1092,C1092AAR,"-58,37236647","-34,61257297"
2016,11595,Alanis,Varsovia Films Srl,Largometraje Nacional,16/6/2016,16/06/2016,RIVADAVIA AV. 2901,RIVADAVIA AV.,2901,BALVANERA,COMUNA 3,1203,C1203AAB,"-58,40756776","-34,6101432"
2016,11596,Cicatricure El Hallazgo,Genomma Laboratories Argentina S.A.,Cine Publicitario,16/6/2016,16/06/2016,FINOCHIETTO ENRIQUE DR. 539,FINOCHIETTO ENRIQUE DR.,539,BARRACAS,COMUNA 4,1143,C1143ABC,"-58,37287362","-34,62791602"
2016,11597,Suavidad,Casta Diva Pictures Sa,Cine Publicitario,16/6/2016,16/06/2016,LA PAMPA 717,LA PAMPA,717,BELGRANO,COMUNA 13,1428,C1428DYO,"-58,43654824","-34,55429306"
2016,11598,Nafta Super,Crudo Films Srl,Programa Televisivo,17/6/2016,17/06/2016,ACOYTE AV. 263,ACOYTE AV.,263,CABALLITO,COMUNA 6,1405,C1405BGA,"-58,43761455","-34,61503405"
2016,11599,Alanis,Varsovia Films Srl,Largometraje Nacional,17/6/2016,17/06/2016,BELGRANO AV. 2104,BELGRANO AV.,2104,BALVANERA,COMUNA 3,1094,C1094AAQ,"-58,3962866","-34,61421894"
2016,11600,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,17/6/2016,17/06/2016,MATHEU 832,MATHEU,832,SAN CRISTOBAL,COMUNA 3,1219,C1219AAF,"-58,39995025","-34,61898005"
2016,11601,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,17/6/2016,17/06/2016,ESTOMBA 2911,ESTOMBA,2911,COGHLAN,COMUNA 12,1430,C1430EIC,"-58,4778625","-34,56301829"
2016,11602,Vamos Los Pibes,Cine Publicitario S.R.L.,Cine Publicitario,17/6/2016,17/06/2016,VALDENEGRO 3811,VALDENEGRO,3811,SAAVEDRA,COMUNA 12,1431,C1431GAY,"-58,49208643","-34,55898254"
2016,11603,Una Idea Para Cambiar La Historia,Tv Quality Srl,Cine Publicitario,17/6/2016,17/06/2016,"CALZADILLA, SANTIAGO 1301","CALZADILLA, SANTIAGO",1301,Nuñez,COMUNA 13,1429,C1429ECA,"-58,46254476","-34,53574084"
2016,11604,Drlemon,Agosto Ba S.R.L.,Cine Publicitario,17/6/2016,17/06/2016,"OBLIGADO RAFAEL, AV.COSTANERA 7051","OBLIGADO RAFAEL, AV.COSTANERA",7051,BELGRANO,COMUNA 13,1428,,"-58,4326846","-34,54392653"
2016,11605,Alanis,Varsovia Films Srl,Largometraje Nacional,17/6/2016,17/06/2016,ALBERTI 509,ALBERTI,509,BALVANERA,COMUNA 3,1223,C1223AAA,"-58,40129639","-34,61572309"
2016,11606,Desencantos Urbanos,Fundacion Del Cine,Estudiantes,18/6/2016,18/06/2016,GASCON 1464,GASCON,1464,PALERMO,COMUNA 14,1181,C1181ADB,"-58,42282831","-34,59341087"
2016,11607,2016 - 02 Me Vieron Cruzar,Universidad Nacional De Las Artes,Estudiantes,18/6/2016,18/06/2016,"SALGUERO, JERONIMO 751","SALGUERO, JERONIMO",751,ALMAGRO,COMUNA 5,1177,C1177AEM,"-58,4192074","-34,60140757"
2016,11608,Alanis,Varsovia Films Srl,Largometraje Nacional,18/6/2016,18/06/2016,PASTEUR 372,PASTEUR,372,BALVANERA,COMUNA 3,1028,C1028AAH,"-58,39948715","-34,60509357"
2016,11609,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,20/6/2016,20/06/2016,DEL LIBERTADOR AV. 4668,DEL LIBERTADOR AV.,4668,PALERMO,COMUNA 14,1426,C1426BWU,"-58,43305632","-34,56592043"
2016,11610,Plaza Vea,Cine Publicitario S.R.L.,Cine Publicitario,20/6/2016,20/06/2016,ALVAREZ THOMAS AV. 120,ALVAREZ THOMAS AV.,120,CHACARITA,COMUNA 15,1427,C1427CCO,"-58,44640047","-34,58239989"
2016,11611,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,21/6/2016,21/06/2016,CORRIENTES AV. 860,CORRIENTES AV.,860,SAN NICOLAS,COMUNA 1,1043,C1043AAV,"-58,37894658","-34,60362499"
2016,11612,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,21/6/2016,21/06/2016,"RIVAROLA, PANTALEON 2401","RIVAROLA, PANTALEON",2401,AGRONOMIA,COMUNA 15,1417,C1417FCA,"-58,48521028","-34,5954276"
2016,11613,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,21/6/2016,21/06/2016,"COSSETTINI, OLGA 1502","COSSETTINI, OLGA",1502,PUERTO MADERO,COMUNA 1,1107,C1107CEL,"-58,363045","-34,61488519"
2016,11614,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,22/6/2016,22/06/2016,"EZCURRA, ENCARNACION 302","EZCURRA, ENCARNACION",302,PUERTO MADERO,COMUNA 1,1107,C1107BUA,"-58,36287438","-34,61619624"
2016,11615,Free Fallin',Carnero Lorena Paola,Cine Publicitario,22/6/2016,22/06/2016,FRAGATA PRES. SARMIENTO 1023,FRAGATA PRES. SARMIENTO,1023,CABALLITO,COMUNA 6,1405,C1405APM,"-58,45432308","-34,61245731"
2016,11616,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,22/6/2016,22/06/2016,"CARRIL, SALVADOR MARIA DEL AV. 4335","CARRIL, SALVADOR MARIA DEL AV.",4335,VILLA DEVOTO,COMUNA 11,1419,C1419HAJ,"-58,51618682","-34,60170812"
2016,11617,Nafta Super,Crudo Films Srl,Programa Televisivo,22/6/2016,22/06/2016,LUJAN 2601,LUJAN,2601,BARRACAS,COMUNA 4,1294,C1294ACE,"-58,38148129","-34,65652323"
2016,11618,Silencios De Familia,Pol-ka Producciones S.A.,Programa Televisivo,23/6/2016,23/06/2016,NAVARRO 3436,NAVARRO,3436,VILLA DEVOTO,COMUNA 11,1419,C1419HTP,"-58,50201713","-34,59865762"
2016,11619,Yo Sandro,Aleph Media Sa,Largometraje Nacional,23/6/2016,23/06/2016,CASEROS AV. 3100,CASEROS AV.,3100,PARQUE PATRICIOS,COMUNA 4,1264,C1264AAX,"-58,4074295","-34,63751515"
2016,11620,Shell,Primo Audiovisual S.R.L.,Cine Publicitario,23/6/2016,23/06/2016,GRECIA 4801,GRECIA,4801,Nuñez,COMUNA 13,1429,C1429BEQ,"-58,46995325","-34,53740888"
2016,11621,Divina,Pol-ka Producciones S.A.,Programa Televisivo,23/6/2016,23/06/2016,LANTERI JULIETA 1601,LANTERI JULIETA,1601,PUERTO MADERO,COMUNA 1,1107,C1107CRI,"-58,36029032","-34,6160316"
2016,11622,Nafta Super,Crudo Films Srl,Programa Televisivo,23/6/2016,23/06/2016,LUJAN 2601,LUJAN,2601,BARRACAS,COMUNA 4,1294,C1294ACE,"-58,38148129","-34,65652323"
2016,11623,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,23/6/2016,23/06/2016,GUIDO 1965,GUIDO,1965,RECOLETA,COMUNA 2,1119,C1119AAC,"-58,39147699","-34,58872384"
2016,11624,Shell,Primo Audiovisual S.R.L.,Cine Publicitario,23/6/2016,23/06/2016,MANSO JUANA 1001,MANSO JUANA,1001,PUERTO MADERO,COMUNA 1,1107,C1107CBU,"-58,36282598","-34,609451"
2016,11625,Que Piensan Los Que No Piensan Como Yo?,Educar Se,Programa Televisivo,24/6/2016,24/06/2016,CESPEDES 3045,CESPEDES,3045,COLEGIALES,COMUNA 13,1426,C1426DVC,"-58,45232149","-34,57462442"
2016,11626,Nafta Super,Crudo Films Srl,Programa Televisivo,24/6/2016,24/06/2016,LUJAN 2601,LUJAN,2601,BARRACAS,COMUNA 4,1294,C1294ACE,"-58,38148129","-34,65652323"
2016,11627,Shell,Primo Audiovisual S.R.L.,Cine Publicitario,24/6/2016,24/06/2016,"PAZ, GRAL. AV. 502","PAZ, GRAL. AV.",502,Nuñez,COMUNA 13,1429,C1429ELS,"-58,46938461","-34,53672559"
2016,11628,2016-01 La Vida Es Basura,Universidad Nacional De Las Artes,Estudiantes,24/6/2016,24/06/2016,RECONQUISTA 100,RECONQUISTA,100,SAN NICOLAS,COMUNA 1,1003,C1003ABB,"-58,3722895","-34,60675931"
2016,11629,2016-01 La Vida Es Basura,Universidad Nacional De Las Artes,Estudiantes,24/6/2016,24/06/2016,"MITRE, BARTOLOME 400","MITRE, BARTOLOME",400,SAN NICOLAS,COMUNA 1,1036,C1036AAF,"-58,37214629","-34,60668529"
2016,11630,Nafta Super,Crudo Films Srl,Programa Televisivo,27/6/2016,27/06/2016,"GUTIERREZ, RICARDO 2814","GUTIERREZ, RICARDO",2814,VILLA DEL PARQUE,COMUNA 11,1417,C1417EBL,"-58,48876474","-34,60125195"
2016,11631,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,27/6/2016,27/06/2016,"NEWBERY, JORGE AV. 4501","NEWBERY, JORGE AV.",4501,CHACARITA,COMUNA 15,1427,C1427EGL,"-58,45502089","-34,59266617"
2016,11632,El Futuro Que Viene,4l Srl,Largometraje Con I.N.C.A.A.,27/6/2016,27/06/2016,HONDURAS 5333,HONDURAS,5333,PALERMO,COMUNA 14,1414,C1414BMW,"-58,4332285","-34,58650838"
2016,11633,Invisible,Tarea Fina Srl,Largometraje Con I.N.C.A.A.,27/6/2016,27/06/2016,PIEDRAS 719,PIEDRAS,719,MONSERRAT,COMUNA 1,1070,C1070AAO,"-58,3774604","-34,61651908"
2016,11634,Nafta Super,Crudo Films Srl,Programa Televisivo,28/6/2016,28/06/2016,"GUTIERREZ, RICARDO 2814","GUTIERREZ, RICARDO",2814,VILLA DEL PARQUE,COMUNA 11,1417,C1417EBL,"-58,48876474","-34,60125195"
2016,11635,Soy Luna Segunda Temporada Parte I,Pol-ka Producciones S.A.,Programa Televisivo,28/6/2016,28/06/2016,TRONADOR 671,TRONADOR,671,VILLA ORTUZAR,COMUNA 15,1427,C1427CRM,"-58,46677513","-34,58470338"
